video_id, true_label, 0=Angry, 1=Disgust, 2=Fear, 3=Happy, 4=Sad, 5=Surprise, 6=Neutral 
000150854,4,0.0942405,0.00575318,0.0733081,0.458278,0.149454,0.0190962,0.199869
000954534,5,0.0582522,0.0125411,0.316436,0.155072,0.19418,0.0743447,0.189174
002206014,2,0.2766,0.0125999,0.194829,0.0291245,0.185684,0.114257,0.186906
005718367,4,0.138132,0.017016,0.113754,0.553924,0.0989664,0.0566318,0.0215769
010300163,1,0.0908371,0.0289211,0.263668,0.104909,0.219798,0.011863,0.280004
011500040,0,0.438527,0.177248,0.0731158,0.244805,0.0507654,0.00792137,0.00761768
003618000,0,0.224527,0.0253594,0.144686,0.30983,0.149979,0.0265656,0.119054
002148094,3,0.153316,0.00810412,0.10407,0.491638,0.0699042,0.0286139,0.144354
010805360,4,0.0428457,0.0026742,0.151006,0.0280659,0.702888,0.00453289,0.0679874
000856334,5,0.164231,0.0148211,0.237594,0.137718,0.240758,0.0930725,0.111805
003314854,2,0.298516,0.00875625,0.196828,0.101729,0.206466,0.0451402,0.142565
010730723,4,0.176762,0.0316945,0.107948,0.080125,0.18478,0.00561317,0.413077
013925480,2,0.133878,0.00841242,0.367404,0.066449,0.1132,0.118631,0.192026
001604640,1,0.0337805,0.049035,0.472231,0.286975,0.121193,0.0229259,0.0138605
012317840,0,0.186675,0.046405,0.452973,0.00181652,0.0687442,0.234692,0.00869333
000116560,5,0.107158,0.0101576,0.223648,0.0796638,0.377461,0.108711,0.0932008
000401054,6,0.0553562,0.00872602,0.273137,0.117859,0.227629,0.166512,0.150782
002629654,3,0.00201075,0.000855521,0.0186685,0.938664,0.00829571,0.00707912,0.024427
000901567,3,0.16028,0.0166467,0.0245178,0.678064,0.0525734,0.00632749,0.0615906
010605600,6,0.11294,0.00936866,0.0951541,0.00365932,0.750235,0.00303701,0.0256055
003446574,0,0.551516,0.0236461,0.15544,0.0261104,0.085591,0.0848706,0.0728265
010156083,3,0.00804606,0.00332532,0.0371151,0.606693,0.262022,0.00250527,0.0802935
004619614,6,0.0853629,0.010327,0.216257,0.00369864,0.371504,0.00201809,0.310832
004540360,6,0.250106,0.0172824,0.0786673,0.0869359,0.322592,0.0156166,0.2288
001059240,4,0.0417013,0.0110819,0.378853,0.0351272,0.440322,0.0147534,0.078161
003420687,1,0.167079,0.0130213,0.167068,0.194574,0.0820825,0.131049,0.245125
002006160,6,0.0641895,0.0212584,0.15105,0.0583083,0.593247,0.0103781,0.101569
004418334,1,0.118703,0.00563164,0.607297,0.00157833,0.226054,0.0161634,0.0245722
002639600,0,0.317664,0.0303146,0.202445,0.0455185,0.0490578,0.256618,0.0983814
010620475,0,0.0673626,0.0157901,0.307184,0.29574,0.139376,0.118745,0.0558016
004519160,0,0.219571,0.0351075,0.417002,0.125831,0.0546263,0.124648,0.0232136
010955360,5,0.134998,0.00865689,0.302677,0.0227254,0.144378,0.205249,0.181316
001345207,3,0.0235393,0.0035776,0.0783907,0.766618,0.0428872,0.0357473,0.0492394
000607974,2,0.112287,0.00844007,0.26847,0.151575,0.287491,0.0709797,0.100759
001425880,1,0.488309,0.0274275,0.143198,0.0358908,0.218493,0.0059514,0.0807302
015337240,5,0.100013,0.00870994,0.0465765,0.0019065,0.683109,0.00366196,0.156023
012347000,3,0.00120268,0.000346415,0.00404228,0.984841,0.00351904,0.00298789,0.00306104
003921207,0,0.248496,0.0286869,0.245032,0.163573,0.145628,0.0503441,0.118241
003637840,5,0.0363917,0.00797133,0.266161,0.12467,0.324322,0.095452,0.145032
005923627,1,0.109511,0.0398418,0.277353,0.447756,0.0677954,0.0102651,0.0474773
003907774,6,0.136744,0.0431173,0.161697,0.0314129,0.466908,0.00731805,0.152803
000444054,6,0.300721,0.0481477,0.23118,0.0111006,0.386581,0.00365735,0.0186128
002144977,6,0.150125,0.0133653,0.179616,0.0786208,0.364219,0.0160821,0.197973
015251560,5,0.0522173,0.0176134,0.26499,0.306368,0.253465,0.0644016,0.0409449
000059880,3,0.0112763,0.00331937,0.0780227,0.717569,0.0330184,0.0403928,0.116401
005221727,5,0.0864555,0.0243583,0.169042,0.208209,0.30434,0.0666048,0.140991
000217360,4,0.0629837,0.00976953,0.34677,0.0187218,0.305867,0.0570186,0.198869
013610680,4,0.0653073,0.00919798,0.123993,0.157248,0.407651,0.00804645,0.228557
004513880,2,0.144125,0.0380225,0.471044,0.0245355,0.171621,0.137165,0.0134869
004630654,3,0.053119,0.0116202,0.0942332,0.358841,0.120411,0.0212583,0.340517
010205440,4,0.0363616,0.0092269,0.187848,0.107184,0.601151,0.00888037,0.049348
004722480,2,0.197492,0.0792701,0.187829,0.0647781,0.338752,0.0497549,0.0821232
010123320,5,0.0314611,0.00925052,0.528865,0.0122238,0.280157,0.108917,0.0291254
002302057,4,0.0219452,0.00234408,0.0283355,0.253452,0.660687,0.000820528,0.0324157
002338014,0,0.163554,0.0176259,0.222268,0.206929,0.148906,0.101358,0.139358
000141494,4,0.0513755,0.00646139,0.182744,0.364938,0.326467,0.0377177,0.0302962
000652814,5,0.0453336,0.00720488,0.221899,0.199228,0.149679,0.318476,0.0581802
010102537,3,0.0865225,0.00711208,0.0571129,0.459955,0.227416,0.0170129,0.144868
014005640,4,0.0737107,0.0160098,0.126524,0.182014,0.488058,0.0246725,0.089011
000643974,5,0.170322,0.0508147,0.161218,0.164038,0.279505,0.0332673,0.140834
003729254,3,0.0826687,0.0158158,0.230554,0.392882,0.107762,0.0857325,0.0845851
011720723,3,0.0254538,0.00512433,0.158296,0.468195,0.101477,0.0931382,0.148316
012926720,1,0.0758909,0.00395284,0.0336078,0.0362266,0.14947,0.00361932,0.697232
014001000,4,0.13897,0.00879968,0.116192,0.566167,0.106368,0.0177934,0.045711
011437680,4,0.0671331,0.0127203,0.0967841,0.135343,0.310718,0.0322324,0.345069
010226800,2,0.161113,0.00966063,0.0889815,0.175671,0.41762,0.0155233,0.131431
004643374,6,0.0342648,0.0117062,0.298483,0.132302,0.132568,0.295553,0.0951227
004957440,4,0.163172,0.018167,0.167689,0.0600768,0.205478,0.338824,0.0465937
000513320,3,0.0267197,0.00663143,0.0236883,0.904176,0.0109531,0.0151458,0.0126859
004425334,3,0.141345,0.00956891,0.165327,0.280402,0.295601,0.0627166,0.0450386
012422360,5,0.0104005,0.00266861,0.00832345,0.932591,0.0212136,0.00258845,0.0222139
005231565,4,0.0447194,0.00639753,0.150051,0.0424016,0.685584,0.00422173,0.0666245
002927520,6,0.23945,0.0200716,0.174281,0.0105006,0.461929,0.0189658,0.0748025
011450480,4,0.200108,0.0246435,0.1979,0.100509,0.253038,0.0596247,0.164176
004424374,1,0.238926,0.00690712,0.264299,0.0132441,0.373828,0.0135142,0.0892807
011441497,4,0.175026,0.00909165,0.14828,0.231111,0.294634,0.0187054,0.123152
000105880,5,0.0906906,0.0209626,0.385038,0.164261,0.198475,0.0890078,0.051565
001954560,3,0.0257503,0.0289947,0.134057,0.481974,0.3154,0.00810534,0.00571922
002300417,4,0.0210717,0.00359288,0.11632,0.0654826,0.77567,0.00710775,0.0107547
011730883,6,0.0378067,0.00354258,0.176523,0.00129413,0.733165,0.000631631,0.0470371
004946320,3,0.0317877,0.00494685,0.0972676,0.691579,0.106833,0.0238746,0.0437104
002252017,3,0.00344023,0.00152874,0.0161498,0.918199,0.0558068,0.0019767,0.0028983
010028014,3,0.0764748,0.00887941,0.110994,0.248047,0.480129,0.00875875,0.0667167
013957240,4,0.258568,0.012466,0.184226,0.135547,0.206332,0.0490659,0.153795
010014374,5,0.262996,0.0170675,0.189681,0.275452,0.139168,0.0325957,0.0830402
004329400,0,0.266862,0.0574799,0.365444,0.0435104,0.212983,0.0481215,0.00559894
002338374,5,0.0648639,0.0142079,0.238935,0.0836827,0.485085,0.0128579,0.100367
012421760,0,0.240747,0.0661691,0.418628,0.0931379,0.115129,0.0454765,0.020713
012331480,4,0.025772,0.00668606,0.0336206,0.865902,0.0444195,0.00881987,0.0147797
010658723,6,0.825175,0.0148623,0.0478551,0.00359132,0.0874495,0.0036143,0.0174524
001610960,5,0.162603,0.0103459,0.246305,0.191881,0.130849,0.171777,0.0862383
001055020,2,0.0478103,0.00841098,0.31424,0.0297211,0.0864636,0.393993,0.119361
003815934,1,0.0891209,0.010539,0.154918,0.00969556,0.37693,0.0123503,0.346446
003315480,6,0.0759964,0.00758775,0.568367,0.00444605,0.054151,0.220399,0.0690532
012554740,5,0.0969127,0.0118038,0.237082,0.145972,0.0947099,0.229227,0.184292
000921720,6,0.0232553,0.00680308,0.149752,0.288781,0.106188,0.0189034,0.406318
005207737,4,0.118471,0.00402851,0.134206,0.00230592,0.609835,0.00710475,0.124048
004936934,0,0.221639,0.0198925,0.392118,0.0751559,0.12776,0.0996124,0.0638227
012019363,6,0.132289,0.0150666,0.184326,0.099296,0.221822,0.00931964,0.33788
002518734,5,0.207757,0.0204461,0.215224,0.197314,0.217628,0.0685956,0.0730357
005727614,6,0.123588,0.0126771,0.212168,0.207113,0.294674,0.0252133,0.124567
004523000,1,0.250492,0.109787,0.309091,0.131776,0.164393,0.00881651,0.0256443
003256320,5,0.300358,0.0310782,0.307189,0.0763307,0.156151,0.00975877,0.119134
000451774,4,0.030749,0.0194395,0.221437,0.453149,0.207232,0.0146247,0.053369
004313680,2,0.0970132,0.0132846,0.184311,0.129009,0.28132,0.0528594,0.242203
002613894,0,0.287688,0.00688131,0.061466,0.231954,0.247524,0.025005,0.139481
000427294,2,0.0392758,0.00295525,0.153022,0.0109078,0.643251,0.104266,0.0463222
004141880,1,0.0571932,0.0149201,0.0618142,0.355969,0.407191,0.0085906,0.094322
000450454,0,0.205336,0.0141827,0.324425,0.0790612,0.206163,0.0880173,0.0828153
000658734,5,0.0049829,0.00262904,0.0690404,0.474882,0.0309912,0.399176,0.0182987
005524454,3,0.125161,0.0171114,0.113056,0.315032,0.387177,0.00500538,0.0374568
011524247,3,0.0822874,0.0233105,0.240546,0.238291,0.25231,0.0599008,0.103354
004242574,2,0.30144,0.0220916,0.188291,0.099108,0.199474,0.0538828,0.135713
005841913,5,0.187256,0.0195805,0.263719,0.052581,0.0810451,0.319939,0.0758802
012024040,1,0.138789,0.151338,0.433227,0.0525618,0.185959,0.0155277,0.022598
001030334,6,0.149557,0.0136526,0.322307,0.0444222,0.133143,0.12155,0.215368
012904560,1,0.0862273,0.00900098,0.0940932,0.21161,0.283752,0.0125247,0.302792
000746734,6,0.167134,0.00846886,0.041927,0.261746,0.129974,0.171368,0.219382
000947327,0,0.28066,0.0101006,0.218956,0.0427104,0.380495,0.025128,0.0419491
013607568,1,0.10948,0.0336024,0.253484,0.167151,0.118225,0.100602,0.217456
004245040,6,0.124832,0.00740042,0.188011,0.0440722,0.267733,0.0523491,0.315602
010027534,5,0.0836377,0.017508,0.138346,0.42492,0.192762,0.0998238,0.0430025
002640847,6,0.136705,0.0141906,0.130491,0.19745,0.348261,0.0854302,0.0874718
012048128,0,0.318854,0.0178016,0.191195,0.0348786,0.294733,0.0160325,0.126506
001519934,0,0.199174,0.0269082,0.189039,0.149798,0.292433,0.0382651,0.104383
011743763,1,0.0853821,0.0125989,0.248523,0.0470313,0.443672,0.00659026,0.156203
002818854,3,0.0780467,0.00496781,0.104534,0.529387,0.104628,0.0847843,0.0936526
005031040,2,0.129837,0.00613796,0.0819033,0.0455145,0.562962,0.0230869,0.150558
002020400,6,0.060803,0.0101766,0.20806,0.225535,0.053687,0.0913755,0.350363
001847600,1,0.173624,0.0627328,0.336834,0.0330068,0.336806,0.0211926,0.0358034
004850694,0,0.0686377,0.0172167,0.152485,0.169653,0.418732,0.0432715,0.130004
003012143,6,0.385383,0.0273144,0.131887,0.186814,0.177091,0.0112308,0.0802798
000852880,6,0.0364082,0.00860904,0.140523,0.297317,0.180547,0.0224428,0.314153
010724803,0,0.0739905,0.0150852,0.254814,0.104421,0.467796,0.0114592,0.0724336
003539527,3,0.0235633,0.00810314,0.0723841,0.746874,0.0705108,0.0100142,0.0685501
003659374,2,0.155504,0.0141458,0.201736,0.22277,0.106965,0.0943394,0.20454
000620800,6,0.125676,0.0123538,0.170229,0.0483639,0.534078,0.0111408,0.0981581
010206973,1,0.387618,0.0146963,0.0950082,0.0192148,0.336636,0.0186253,0.128201
003210880,1,0.0502802,0.00973398,0.121037,0.546086,0.162988,0.018135,0.0917403
001335200,3,0.0239609,0.0112086,0.0785654,0.841741,0.0305377,0.00841653,0.0055703
010310407,3,0.0467681,0.00897345,0.15138,0.476303,0.168548,0.0221497,0.125878
012943150,0,0.158795,0.0226052,0.416819,0.0930456,0.18515,0.0185867,0.104999
000510760,4,0.321487,0.0102352,0.248609,0.020996,0.332525,0.0194041,0.0467441
003723054,5,0.137995,0.0456537,0.368303,0.122671,0.115937,0.105871,0.10357
015143720,5,0.0251996,0.00981969,0.393804,0.124095,0.188344,0.14537,0.113367
010702094,3,0.104571,0.00821144,0.156821,0.145645,0.46898,0.0178951,0.0978765
011457120,0,0.194604,0.12315,0.166488,0.233542,0.227824,0.0198959,0.0344949
014525280,4,0.187681,0.0370762,0.34654,0.0404967,0.266284,0.0594715,0.0624511
004850214,3,0.0776862,0.00762575,0.135888,0.507402,0.0904976,0.0333613,0.147539
002905934,6,0.0889151,0.0142355,0.345662,0.0817476,0.133567,0.0575313,0.278342
000429620,0,0.104943,0.00953185,0.351615,0.0224315,0.260833,0.0466018,0.204045
004949960,1,0.090912,0.00808366,0.20187,0.426501,0.192147,0.0256937,0.0547927
011613697,2,0.0843837,0.0072832,0.394803,0.00331212,0.418669,0.0114887,0.0800603
011304200,1,0.0999796,0.0794015,0.627674,0.00193107,0.147564,0.0211934,0.0222565
003210247,0,0.113837,0.0204436,0.280442,0.187239,0.307408,0.0694506,0.0211808
003714360,2,0.0654864,0.00385295,0.441675,0.00916566,0.0470527,0.397874,0.0348936
010242118,4,0.175107,0.0678997,0.388668,0.127726,0.104783,0.0639486,0.0718671
004924334,0,0.68944,0.108678,0.0712747,0.0127975,0.0813699,0.00892908,0.0275116
002020680,4,0.17599,0.0238255,0.275302,0.0135477,0.448214,0.00399204,0.0591284
011506440,0,0.152983,0.00914477,0.1362,0.253288,0.220675,0.0665829,0.161126
003424334,5,0.0956413,0.00491733,0.546402,0.0238136,0.0491246,0.164481,0.11562
001807000,3,0.214828,0.0115225,0.0842923,0.391676,0.143091,0.0171347,0.137455
010519417,0,0.154023,0.0128294,0.270461,0.0591975,0.406812,0.0549592,0.0417179
010727800,4,0.135749,0.00778632,0.143101,0.262069,0.355048,0.0340265,0.0622202
013327047,3,0.0298713,0.00660798,0.130682,0.544978,0.053264,0.0720562,0.162541
004157440,3,0.0113363,0.00287647,0.00769978,0.954282,0.0165317,0.00143775,0.00583551
003715767,5,0.227739,0.0114797,0.0978579,0.0931619,0.243556,0.0190592,0.307146
002802360,0,0.214656,0.0268127,0.345271,0.0417405,0.116574,0.125648,0.129298
001846440,2,0.10892,0.00837844,0.356214,0.0376228,0.103549,0.225606,0.159709
013152487,2,0.0549447,0.00709059,0.20041,0.145052,0.197086,0.177094,0.218322
014611480,4,0.235344,0.0216909,0.165312,0.00482047,0.524728,0.00327225,0.0448337
000505440,0,0.276434,0.00894005,0.092109,0.467292,0.105349,0.0101996,0.0396756
005250600,6,0.0909058,0.00756622,0.261395,0.0265885,0.431226,0.0167509,0.165568
004034294,6,0.0936765,0.0149923,0.126587,0.199547,0.30213,0.0239645,0.239102
002249887,6,0.0439236,0.0117899,0.293176,0.123149,0.392629,0.0146794,0.120653
002816934,0,0.199974,0.00914231,0.210561,0.174568,0.324619,0.0294656,0.0516699
000738534,2,0.150525,0.0209392,0.303939,0.0868943,0.22698,0.141526,0.0691969
004723374,6,0.0580898,0.0184784,0.422608,0.0482165,0.295851,0.0600309,0.0967259
001740654,2,0.107956,0.01249,0.16791,0.325285,0.169363,0.0540352,0.162961
003150857,5,0.0810775,0.00918838,0.0430223,0.640473,0.0800167,0.0163173,0.129905
002516934,1,0.253838,0.0715138,0.379713,0.0661435,0.115593,0.0439704,0.0692284
011230520,3,4.95153e-05,7.34112e-05,0.000221101,0.998938,0.000366877,5.39124e-05,0.000297439
011004800,6,0.300743,0.00452776,0.149485,0.00738432,0.369128,0.0293725,0.139359
011058967,0,0.0544614,0.010104,0.189359,0.119851,0.5543,0.023468,0.0484561
002315574,5,0.0786213,0.0170591,0.416603,0.0769928,0.121264,0.130777,0.158683
000207560,6,0.0617754,0.00525784,0.165225,0.0103683,0.425707,0.0100451,0.321621
014427000,4,0.198108,0.0377545,0.275678,0.0262605,0.387607,0.0107752,0.0638168
000326680,3,0.178518,0.0196677,0.14422,0.494006,0.0698087,0.0633647,0.0304143
001305880,6,0.0720574,0.0325061,0.228292,0.000477219,0.660254,0.000817328,0.00559658
004447734,0,0.310306,0.0125949,0.18183,0.148757,0.205692,0.0386129,0.102207
002410291,4,0.091229,0.0116487,0.157294,0.191095,0.437652,0.0473437,0.0637384
003125214,3,0.0743838,0.0101543,0.177971,0.344024,0.221146,0.0332217,0.1391
010431760,6,0.16319,0.0271806,0.128813,0.026552,0.175355,0.013258,0.465651
004441414,0,0.25498,0.00662605,0.0667525,0.020626,0.265372,0.0311791,0.354464
014403887,1,0.554312,0.0413804,0.12691,0.0873653,0.126154,0.00620814,0.0576706
010543574,2,0.200725,0.0107629,0.175891,0.207113,0.276467,0.0338392,0.0952022
001113440,2,0.158357,0.00519288,0.285462,0.0152126,0.0389482,0.230377,0.266451
000909927,3,0.043819,0.0107267,0.165357,0.450813,0.161427,0.0942587,0.0735982
012559640,3,0.00761413,0.00576507,0.149314,0.692662,0.128026,0.00279006,0.0138284
004825734,1,0.0495378,0.0203382,0.509231,0.0670286,0.124083,0.046216,0.183566
004951200,6,0.0474059,0.0169285,0.279469,0.0578436,0.397769,0.0178064,0.182777
011346520,1,0.0525136,0.00736751,0.235452,0.0041613,0.614479,0.0035416,0.0824855
013949200,2,0.37909,0.0199684,0.159207,0.0164744,0.183053,0.0120137,0.230193
000029301,6,0.169162,0.00915461,0.240936,0.0509502,0.237484,0.0609992,0.231315
004331934,2,0.147343,0.00896074,0.179342,0.0475389,0.136131,0.0269325,0.453752
013925520,0,0.185064,0.0604935,0.285068,0.223244,0.177972,0.030869,0.0372889
000837207,3,0.186444,0.0277002,0.144678,0.263626,0.306532,0.0162661,0.0547538
003314534,5,0.118545,0.0122746,0.377163,0.0197803,0.11643,0.319196,0.03661
010247814,6,0.108635,0.0109153,0.0768618,0.0165072,0.64545,0.0171173,0.124513
002712120,5,0.0454475,0.00569436,0.193962,0.0182257,0.642535,0.00811025,0.0860252
003948807,0,0.174014,0.00679508,0.076416,0.208044,0.105818,0.116794,0.31212
000426174,3,0.0537452,0.00356931,0.0562854,0.163918,0.0730437,0.0335955,0.615843
000452240,6,0.190448,0.0322109,0.172409,0.270926,0.132841,0.0604466,0.140719
000531367,6,0.0633697,0.00693252,0.404795,0.0752589,0.101724,0.251051,0.0968692
000621960,5,0.108773,0.0138148,0.524036,0.0217151,0.270789,0.022737,0.0381341
001114600,2,0.0652516,0.0133107,0.290038,0.0415088,0.443413,0.0353177,0.11116
001753894,6,0.139446,0.0106114,0.156926,0.231846,0.294159,0.0328404,0.134171
010839487,2,0.0872891,0.0111405,0.180023,0.165866,0.228408,0.0321359,0.295137
011758680,6,0.202554,0.0156912,0.133192,0.0296703,0.380521,0.0239017,0.214471
000456960,3,0.00619993,0.00157645,0.00958894,0.937125,0.0290717,0.000814719,0.0156233
001414094,3,0.0666967,0.0070895,0.194919,0.314422,0.194022,0.0827505,0.1401
001735207,6,0.0559148,0.0100333,0.234282,0.185424,0.138363,0.100125,0.275857
000506080,0,0.237528,0.0220115,0.118156,0.0671172,0.213277,0.0267305,0.31518
011549760,5,0.12662,0.0175739,0.388248,0.00515765,0.424067,0.00682038,0.0315127
012035248,0,0.242299,0.00803792,0.243873,0.122417,0.0656863,0.0631572,0.25453
002417934,3,0.105877,0.0130722,0.170374,0.432325,0.18259,0.0465744,0.0491873
003140160,3,0.0316509,0.00674736,0.0474259,0.666246,0.107616,0.00783069,0.132483
010401800,3,0.0532532,0.00579003,0.0637486,0.671403,0.0288511,0.0116116,0.165343
001522614,6,0.0660296,0.0152311,0.139469,0.00581295,0.756807,0.0028052,0.0138452
002601134,6,0.144253,0.00675091,0.189294,0.0013518,0.594256,0.00372333,0.0603717
010258723,3,0.0221042,0.00828717,0.0512301,0.744171,0.0519787,0.00656628,0.115662
011345040,0,0.0355731,0.00430252,0.0547229,0.381544,0.123526,0.0958751,0.304456
002215207,4,0.0649814,0.0147864,0.240001,0.026841,0.304146,0.0289326,0.320312
012430040,2,0.0375293,0.0112585,0.323336,0.0780711,0.119931,0.403791,0.0260841
011034640,2,0.171001,0.0211668,0.167728,0.0136252,0.371749,0.0136123,0.241117
003236644,1,0.490487,0.0278085,0.144503,0.0322591,0.228288,0.0104023,0.0662527
013946567,0,0.221443,0.0195253,0.309874,0.0915726,0.26105,0.0523824,0.044153
005122854,5,0.169124,0.0138911,0.158988,0.186565,0.256013,0.0867408,0.128679
020238240,2,0.185121,0.0155181,0.210493,0.178739,0.155476,0.0663169,0.188336
004651880,0,0.469783,0.0354222,0.361855,0.00232084,0.108723,0.00364233,0.0182537
004805814,0,0.177022,0.00916199,0.133046,0.0525806,0.294295,0.0215061,0.312388
000252168,5,0.178609,0.0230276,0.431301,0.060081,0.122527,0.0655671,0.118887
001748527,3,0.131533,0.00971761,0.0828693,0.508206,0.12826,0.0211621,0.118253
003349414,6,0.100217,0.0228044,0.249436,0.111931,0.383327,0.0500449,0.0822393
005913697,5,0.0508676,0.00818358,0.167871,0.101076,0.439867,0.0332023,0.198933
013016270,2,0.223175,0.0156361,0.28908,0.0557219,0.30269,0.0397558,0.0739399
002522600,3,0.00767457,0.00145673,0.0158864,0.703616,0.253141,0.00343726,0.0147879
004545894,2,0.104611,0.00927534,0.237562,0.140414,0.231666,0.133712,0.142759
001413047,5,0.0410114,0.00604633,0.229246,0.0471,0.300617,0.0336985,0.342281
003439750,2,0.164518,0.0168036,0.16672,0.162279,0.232461,0.186227,0.0709907
012332520,0,0.419538,0.161069,0.206473,0.0149373,0.0405494,0.153309,0.00412463
001719520,3,0.0614674,0.0316291,0.0530394,0.602066,0.160712,0.0523759,0.0387109
001244640,3,0.258444,0.0216176,0.158678,0.177467,0.237233,0.023897,0.122664
003708960,1,0.118261,0.0198132,0.24512,0.125309,0.171737,0.103925,0.215836
002913374,6,0.336639,0.00786676,0.190722,0.0448359,0.0685522,0.185217,0.166167
011603080,5,0.418181,0.0364504,0.308767,0.014163,0.17214,0.0317881,0.0185105
010404607,3,0.101996,0.0225948,0.165473,0.105351,0.323414,0.00966583,0.271506
010845040,2,0.063062,0.00905886,0.212229,0.090348,0.414682,0.0972582,0.113363
012336688,4,0.162968,0.0111531,0.0780063,0.0477984,0.238574,0.00958869,0.451911
012101720,5,0.0579555,0.015543,0.380489,0.240082,0.145566,0.0696606,0.0907043
000519240,1,0.259651,0.0136019,0.143285,0.455065,0.082646,0.0164926,0.029259
010805120,0,0.421391,0.0260003,0.211917,0.133985,0.170616,0.0112033,0.0248877
014140967,3,0.254137,0.0215102,0.107756,0.230371,0.211129,0.0506293,0.124468
011911207,1,0.430624,0.0121651,0.166995,0.0308756,0.156397,0.0273847,0.175558
003605560,3,0.0817339,0.0129807,0.434848,0.217849,0.121691,0.063572,0.0673257
001809774,0,0.377035,0.0139979,0.0823987,0.0624281,0.314718,0.0126626,0.13676
013645920,2,0.109973,0.0426673,0.420342,0.0636805,0.279515,0.0332299,0.0505931
